1650
qstr_Kłódka Kłódka
qstr_your_party your_party
qstr_{reg0?One_of_your_pr {reg0?One_of_your_prisoners,_:}{s1}_of_{s3}_has_escaped_from_captivity!
qstr_You_brought_{reg3}_h You_brought_{reg3}_heads_of_cattle_to_{s1}.
qstr_{!}Village_now_has_{ {!}Village_now_has_{reg4}
qstr_I_heard_that_there_w I_heard_that_there_will_be_a_tournament_in_{s62}_soon.
qstr_I_heard_that_one_can I_heard_that_one_can_buy_{s62}_very_cheap_at_{s63}.
qstr_I_heard_that_they_pa I_heard_that_they_pay_a_very_high_price_for_{s62}_at_{s63}.
qstr_{!}Log_entry_{reg3}: {!}Log_entry_{reg3}:_type_{reg4}
qstr_{!}Center:_{s4} {!}Center:_{s4}
qstr_{!}Troop:_{s4} {!}Troop:_{s4}
qstr_{!}Lord:_{s4} {!}Lord:_{s4}
qstr_{!}Ally_party_is_pre {!}Ally_party_is_present
qstr_{!}{s4}_is_present_a {!}{s4}_is_present_at_event
qstr_{!}Event_#{reg5}_typ {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_troop_object_=_{reg7}
qstr_{!}Event_#{reg5}_type {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_center_object_faction_=_{reg7}
qstr_{!}Event_#{reg5}_type_ {!}Event_#{reg5},_type_{reg6},_time_{reg8}:_player's_kingdom_relation_to_faction_object_=_{reg7}
qstr_{!}Event_#{reg5}_type_{ {!}Event_#{reg5},_type_{reg6},_time_{reg8}._No_relevant_kingdom_relation
qstr_{!}Event_#{reg5}_type_{r {!}Event_#{reg5},_type_{reg6},_time_{reg8}._Player_unaffiliated
qstr_{!}Elapsed_hours:_{r {!}Elapsed_hours:_{reg7}
qstr_{!}Reputation_type:_ {!}Reputation_type:_{s15}
qstr_{!}Entries_up_to_#{r {!}Entries_up_to_#{reg5}_skipped
qstr_two_days_ago two_days_ago
qstr_{!}DEBUG___{s4}_faction {!}DEBUG_-_{s4}_faction_changed_in_subornment
qstr_{!}{s4}_inflicts_{re {!}{s4}_inflicts_{reg4}_damage_on_{s5},_raising_total_inflicted_to_{reg3}
qstr_{!}War_damage_raises {!}War_damage_raises_{s4}'s_controversy_by_{reg4}_to_{reg5}
qstr_{!}War_damage_lowers {!}War_damage_lowers_{s4}'s_controversy_by_{reg4}_to_{reg5}
qstr_{!}G_talk_troop_{s20 {!}G_talk_troop_{s20}_evaluates_being_vassal_to_{s22}_of_{s21}
qstr_{!}DEBUG____Analyzin {!}DEBUG_--_Analyzing_lord_allegiances,_combined_bonuses_and_penalties_=_{reg0}
qstr_{!}DEBUG____Total_co {!}DEBUG_--_Total_courtship_quarrel_changes:_{reg4}
qstr_{!}DEBUG____Total_ra {!}DEBUG_--_Total_random_quarrel_changes:_{reg4}
qstr_{!}DEBUG____Total_ba {!}DEBUG_--_Total_battle_changes_for_allies:_{reg4}
qstr_{!}DEBUG____Total_bat {!}DEBUG_--_Total_battle_changes_for_enemies:_{reg4}
qstr_{!}DEBUG____Total_pr {!}DEBUG_--_Total_promotion_changes:_{reg4}
qstr_{!}DEBUG____Total_fe {!}DEBUG_--_Total_feast_changes:_{reg4}
qstr_{!}DEBUG____Total_po {!}DEBUG_--_Total_policy_dispute_changes:_{reg4}_from_{reg5}_decisions
qstr_{!}DEBUG____Total_fa {!}DEBUG_--_Total_faction_switch_changes:_{reg4}
qstr_{!}DEBUG____Total_no {!}DEBUG_--_Total_no_fief_changes:_{reg4}
qstr_{!}DEBUG____Total_ch {!}DEBUG_--_Total_changes_through_convergence:_{reg4}
qstr_{!}DEBUG____Total_va {!}DEBUG_--_Total_vassal_responses_to_campaign:_{reg4}
qstr_{!}DEBUG____Total_vas {!}DEBUG_--_Total_vassal_campaign_days:_{reg4}
qstr_{!}DEBUG____Vassal_r {!}DEBUG_--_Vassal_response_rate:_{reg4}
qstr_{!}DEBUG___{s4}_s_fe {!}DEBUG_-_{s4}'s_feast_has_rating_of_{reg4}
qstr_{!}_DEBUG___{s4}_fac {!}_DEBUG_-_{s4}_faction_change_in_marriage_case_5
qstr_{!}DEBUG___{s4}_faction_ {!}DEBUG_-_{s4}_faction_changed_by_marriage,_case_6
qstr_{!}DEBUG___{s4}_stro {!}DEBUG_-_{s4}_strongest_kingdom_with_{reg3}_strength
qstr_{!}Actor_centers_hel {!}Actor_centers_held_by_target_noted
qstr_{!}War_damage_under_ {!}War_damage_under_minimum
qstr_{!}Strength_ratio_co {!}Strength_ratio_correct
qstr_{!}Third_party_wars {!}Third_party_wars
qstr_{!}DEBUG____No_third {!}DEBUG_--_No_third_party_wars_for_{s15}
qstr_{!}DEBUG____{s15}_is {!}DEBUG_--_{s15}_is_strongest_kingdom
qstr_{!}DEBUG____{s15}_ha {!}DEBUG_--_{s15}_has_30_point_advantage_over_{s16}
qstr_{!}DEBUG____{s15}_has {!}DEBUG_--_{s15}_has_proximity_to_{s16}
qstr_{!}DEBUG____hardship {!}DEBUG_--_hardship_index_for_{s4}_=_{reg0}
qstr_{!}Castle_taken_by_{ {!}Castle_taken_by_{s3}
qstr_{!}Two_thirds_averag {!}Two-thirds_average_renown_=_{reg3}
qstr_{!}DEBUG____Colleagu {!}DEBUG_--_Colleague_test:_score_for_{s10}_=_{reg3}
qstr_{!}DEBUG____Open_tes {!}DEBUG_--_Open_test:_score_for_{s10}_=_{reg3}
qstr_{!}DEBUG____{s8}_bac {!}DEBUG_--_{s8}_backs_{s9}:{s10}
qstr_{!}DEBUG____{s4}_pro {!}DEBUG_--_{s4}_produces_a_faction_strategy_for_{s33}
qstr_{!}Best_offensive_ta {!}Best_offensive_target_{s4}_has_value_level_of_{reg1}
qstr_{!}No_center_found_t {!}No_center_found_to_attack
qstr_{!}Best_threat_of_{s {!}Best_threat_of_{s4}_has_value_level_of_{reg1}
qstr_{!}No_center_found_to {!}No_center_found_to_defend
qstr_Best_threat_of_{s4}_ Best_threat_of_{s4}_has_value_level_of_{reg1}
qstr_No_center_found_to_d No_center_found_to_defend
qstr_{!}DEBUG___{s4}_faction_c {!}DEBUG_-_{s4}_faction_changed_in_indictment
qstr_{!}{s9} {!}{s9}
qstr_Powrót Powrót
qstr_Korony Korony
qstr_Litwy Litwy
qstr_Rusi Rusi
qstr_Terytoriów_Zewnetrz Terytoriów_Zewnetrznych
qstr_Zubożałym_Szlachci Zubożałym_Szlachcicem
qstr_Bogatym_Mieszczanine Bogatym_Mieszczaninem
qstr_Niewiadomego_Pochodz Niewiadomego_Pochodzenia
qstr_Szerzyć_ideały_dem Szerzyć_ideały_demokratyczne
qstr_Odzyskać_utracony_m Odzyskać_utracony_majątek_
qstr_Odzyskać_utraconą_ Odzyskać_utraconą_pozycję_
qstr_Uwolnić_się_od_wie Uwolnić_się_od_wierzycieli
qstr_Kadetem Kadetem
qstr_Rewolucjonistą Rewolucjonistą
qstr_Studentem Studentem
qstr_Księdzem Księdzem
qstr_FinalWinLevel_=_{reg FinalWinLevel_=_{reg0}
qstr_Konfederacja_Targowi Konfederacja_Targowicka
qstr_Frakcja_upadła Frakcja_upadła
qstr_Frakcja_upadła_usuw Frakcja_upadła,_usuwanie_{s0}
qstr_We_ain_t_gonna_take_ We_ain't_gonna_take_it!:_{reg0}
qstr_WE_LL_SEE WE'LL_SEE
qstr_disableRain disableRain
qstr_windPower windPower
qstr_czynnik_{reg10}_type czynnik_{reg10}_type:_{reg0}_str_{reg1}_fog_{reg2}_wind_{reg3}_grass_{reg4}_waves_{reg5}_skybox_{reg6}
qstr_DEBUG_INFO:_{s0}_prz DEBUG_INFO:_{s0}_przywrocony
qstr_DEBUG_INFO:_{s0}_dod DEBUG_INFO:_{s0}_dodany_jako_bonus
qstr_Patrol_został_zlikw Patrol_został_zlikwidowany.
qstr_Rzeczpospolita_Obojg Rzeczpospolita_Obojga_Narodow
qstr_DEBUG:_{s1}_jest_prz DEBUG:_{s1}_jest_przypisany_do_{s0}
qstr_DEBUG:_Spawned_patro DEBUG:_Spawned_patrol_can't_have_troops
qstr_Wojna_mimo_iż_na_dw Wojna,_mimo_iż_na_dwóch_frontach_przeprowadzana,_została_zakończona_sukcesem._Zarówno_Królestwo_Prus_jak_i_Monarchia_Habsburgów_zostały_odrzucone_od_granic_Rzeczpospolitej,_ze_znacznymi_stratami._Niebagatelne_znaczenie_miała_zmiana_władzy_w_Cesarstwie_Rosyjskim_i_przynajmniej_czasowe_wygaszenie_konfliktu_między_obydwoma_narodami…
qstr_Wojna_przeprowadzana Wojna_przeprowadzana_na_dwóch_frontach,_z_Królestwem_Prus_i_Monarchią_Habsburgów,_zakończyła_się_porażką._Mimo_wielu_starań_nie_udało_się_utrzymać_kluczowych_mas,_na_tyle_długo,_aby_przeprowadzić_w_nich_konieczne_umocnienia_i_powołać_nową_demokratyczną_władzę._Rzeczpospolita_znów_znalazła_się_pod_kuratelą_wrogich_mocarstw…
qstr_Wojna_mimo_iż_na_dw� Wojna,_mimo_iż_na_dwóch_frontach_przeprowadzana,_została_zakończona_sukcesem._Zarówno_Królestwo_Prus_jak_i_Cesarstwo_Rosyjskie_zostały_odrzucone_od_granic_Rzeczpospolitej,_ze_znacznymi_stratami._Niemałe_było_tu_znaczenie_Spiskowców,_którzy_od_wewnątrz_walcząc_z_Cesarstwem_doprowadzili_do_jego_osłabienia.
qstr_Wojna_przeprowadzana_ Wojna_przeprowadzana_na_dwóch_frontach,_z_Królestwem_Prus_i_Cesarstwem_Rosyjskim,_zakończyła_się_porażką._Mimo_wielu_starań_nie_udało_się_utrzymać_kluczowych_mas,_na_tyle_długo,_aby_przeprowadzić_w_nich_konieczne_umocnienia_i_powołać_nową_demokratyczną_władzę._Rzeczpospolita_znów_znalazła_się_pod_kuratelą_wrogich_mocarstw…
qstr_Wojna_mimo_iż_na_dwó Wojna,_mimo_iż_na_dwóch_frontach_przeprowadzana,_została_zakończona_sukcesem._Zarówno_Królestwo_Prus_jak_i_Cesarstwo_Rosyjskie_zostały_odrzucone_od_granic_Rzeczpospolitej,_ze_znacznymi_stratami._Sukces_tym_większy,_iż_odniesiony_bez_pomocy_państw_zewnętrznych.
qstr_Przegrana_rewolucja_ Przegrana_rewolucja_w_rosji
qstr_Nierozstrzygnięta_r Nierozstrzygnięta_rewolucja_w_rosji
qstr_Wygrana_rewolucja_w_ Wygrana_rewolucja_w_rosji
qstr_Porucznik Porucznik
qstr_Poruczniku Poruczniku
qstr_Kapitanie Kapitanie
qstr_Rotmistrzu Rotmistrzu
qstr_Major Major
qstr_Majorze Majorze
qstr_Pułkownik Pułkownik
qstr_Pułkowniku Pułkowniku
qstr_Generale Generale
qstr_Brygadierze Brygadierze
qstr_BattleDataSetSlot_ER BattleDataSetSlot_ERROR:_team_<_0__||_team_>_9
qstr_BattleDataGetSlot_ER BattleDataGetSlot_ERROR:_team_<_0_||_team_>_9
qstr_ERROR:_invalid_lover ERROR:_invalid_lover
qstr_ended ended
qstr_Umundurowanie_zosta� Umundurowanie_zostało_dodane_do_ekwipunku.
qstr_Strzelać_bez_rozkaz Strzelać_bez_rozkazu!
qstr_Salwy_cykliczne! Salwy_cykliczne!
qstr_Salwy_na_rozkaz! Salwy_na_rozkaz!
qstr_Wstrzymać_ostrzał Wstrzymać_ostrzał
qstr_End16 End16
qstr_W_pobliskim_wąwozie W_pobliskim_wąwozie_przygotowana_została_zasadzka_na_konwój_z_bronią._Wzmocnij_siły_zasadzki_wraz_ze_swoimi_ludźmi,_aby_zwiększyć_szanse_na_powodzenie_zasadzki.
qstr_Parszywiec Parszywiec
qstr_Nikczemnik Nikczemnik
qstr_Kuklinowski Kuklinowski
qstr_Grzędosławski Grzędosławski
qstr_Pawłowicz Pawłowicz
qstr_Długolas Długolas
qstr_Wspieraj_węgierskic Wspieraj_węgierskich_konspiratorów_w_przygotowaniach_do_powstania.
qstr_Odnajdź_przywódcó Odnajdź_przywódców_konspiracji_w_innych_regionach.
qstr_Skontaktuj_się_z_pr Skontaktuj_się_z_przywódcą_konspiratorów_w_Budapeszcie.
qstr_Skontaktuj_się_z_po Skontaktuj_się_z_posłańcem_w_pobliżu_Debreczyna.
qstr_Skontaktuj_się_z_Ma Skontaktuj_się_z_Martinovics'em_w_Budapeszcie.
qstr_Udaj_się_do_Rzeczpo Udaj_się_do_Rzeczpospolitej_i_odnajdź_Generała_Tadeusza_Kościuszkę._Naczelnik_powstania_powinien_przebywać_w_Krakowie_lub_jego_okolicach.
qstr_Skontaktuj_się_z_prz Skontaktuj_się_z_przywówdcą_węgierskiej_konspiracji_-_Ignacem_Martinovicsem,_aby_odebrać_rozkazy.
qstr_Wspieraj_wojska_pod_ Wspieraj_wojska_pod_dowództwem_Naczelnika_Kościuszki,_aż_do_przejęcia_wszystkich_ziem_z_rąk_Targowicy.
qstr_Udaj_się_do_Rzeczpos Udaj_się_do_Rzeczpospolitej_i_odnajdź_Generała_Tadeusza_Kościuszkę.
qstr_Zgłoś_się_do_Nacz Zgłoś_się_do_Naczelnika_Kościuszki_w_sprawie_dalszych_rozkazów.
qstr_Wykonałeś_wszystki Wykonałeś_wszystkie_rozkazy._Czekaj_na_dalszy_rozwój_zdarzeń.
qstr_Uzupełnij_wojska_i_ Uzupełnij_wojska_i_oczekuj_na_wieści_o_ofensywie_wrogich_wojsk.
qstr_Chroń_tereny_Rzeczp Chroń_tereny_Rzeczpospolitej_przed_atakami_wroga_i_przeprowadzaj_działania_dywersyjne_w_ramach_kontrofensywy.
qstr_Plotka_o_ID_{reg0}_z Plotka_o_ID_{reg0}_została_odblokowana.
qstr_Plotka_o_ID_{reg0}_zo Plotka_o_ID_{reg0}_została_zablokowana.
qstr_uciekinier_widziany_ uciekinier_widziany_w_okolicy_{s0}
qstr_Pluton_piechoty_lini Pluton_piechoty_liniowej
qstr_Kompania_piechoty_li Kompania_piechoty_liniowej
qstr_Pluton_lekkiej_piech Pluton_lekkiej_piechoty
qstr_Szwadron_lekkiej_kaw Szwadron_lekkiej_kawalerii
qstr_Batalion_piechoty_li Batalion_piechoty_liniowej
qstr_Kompania_lekkiej_pie Kompania_lekkiej_piechoty
qstr_Pluton_grenadierów Pluton_grenadierów
qstr_Pulk_lekkiej_kawaler Pulk_lekkiej_kawalerii
qstr_Szwadron_ciężkiej_ Szwadron_ciężkiej_kawalerii
qstr_Regiment_piechoty_li Regiment_piechoty_liniowej
qstr_Batalion_lekkiej_pie Batalion_lekkiej_piechoty
qstr_Kompania_grenadieró Kompania_grenadierów
qstr_Brygada_lekkiej_kawa Brygada_lekkiej_kawalerii
qstr_Pulk_ciężkiej_kawa Pulk_ciężkiej_kawalerii
qstr_Batalion_piechoty_gw Batalion_piechoty_gwardii
qstr_Regiment_lekkiej_pie Regiment_lekkiej_piechoty
qstr_Batalion_grenadieró Batalion_grenadierów
qstr_Brygada_kawalerii_gw Brygada_kawalerii_gwardii
qstr_Pułk_lekkiej_kawale Pułk_lekkiej_kawalerii
qstr_Brak Brak
qstr_Masz_za_mało_pieni� Masz_za_mało_pieniędzy
qstr_Koszt:_{reg0}^Budże Koszt:_{reg0}^Budżet:_{reg1}
qstr_MaraudersTactic MaraudersTactic
qstr_charge!!!!!!!!!!!!!! charge!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
qstr_CavalryVsCavalry:_{r CavalryVsCavalry:_{reg0}
qstr_dists:_{reg0}_{reg1} dists:_{reg0}_{reg1}
qstr_chargeee!!!!!!!!!!!! chargeee!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
qstr_InfantryVsInfantry:_ InfantryVsInfantry:_{reg0}
qstr_CavalryVsInfantry:_{ CavalryVsInfantry:_{reg0}
qstr_Manifest_możesz_wyg Manifest_możesz_wygłosić_w_ciągu_dnia,_gdy_w_karczmie_jest_większy_ruch.
qstr_Do_wiadomości_tu_ob Do_wiadomości_tu_obecnym,_w_imieniu_Naczelnika_Tadeusza_Kościuszki,_następujący_uniwersał_ogłaszam.
qstr_Podług_prawa_obwies Podług_prawa_obwieszcza_się,_iż_osoba_wszelkiego_włościanina_jest_wolna,_...
qstr_a_lud_pozostaje_pod_ a_lud_pozostaje_pod_opieką_Rządu_Krajowego,_oraz_ulżenia_w_robociznach_ma_następujące...
qstr_...któryby_podstaro ...któryby_podstarościc_czy_ekonom_wykroczył_przeciw_zarządzeniu_i_czyniłby_uciążliwości_ludowi...
qstr_wzięty_ma_być_i_pr wzięty_ma_być_i_przed_Sąd_Kryminalny_stawiony.
qstr_Przebywający_w_karc Przebywający_w_karczmie_żołnierze,_przerywają_odczyt_manifestu...
qstr_Przebywający_w_karcz Przebywający_w_karczmie_emisariusz,_przerywa_odczyt_uniwersału...
qstr_Imperium Imperium
qstr_Królestwa Królestwa
qstr_Monarchii Monarchii
qstr_Paskudna Paskudna
qstr_Parszywa Parszywa
qstr_piwo_zacne_w_tej_mie piwo_zacne_w_tej_mieścinie_mają,_wasze_zdrowie_dobrzy_ludzie!
qstr_miód_przedni__w_oko miód_przedni__w_okolicy_mają
qstr_napić_się_można_w napić_się_można_w_dobrej_kompanii
qstr_Do_czorta Do_czorta
qstr_Do_diabła Do_diabła
qstr_Zaraza Zaraza
qstr_diabli_wezmą_dalsz� diabli_wezmą_dalszą_drogę.
qstr_nie_ujadę_tyle_coby nie_ujadę_tyle_coby_na_popas_stanąć_w_karczmie_u_Jankiela.
qstr_Cholera Cholera
qstr_Eh Eh
qstr_Święci_pańscy Święci_pańscy
qstr_w_zamtuzie_zabawić_ w_zamtuzie_zabawić_nieco,_nawet_tego_nie_idzie
qstr_iść_ryby_na_targ_k iść_ryby_na_targ_kupić,_znowu_stara_kijem_obije
qstr_siedzieć_na_rzyci siedzieć_na_rzyci
qstr_siedzieć_i_nosa_z_d siedzieć_i_nosa_z_domu_nie_wystawiać
qstr_bezczynnie_stać_jak bezczynnie_stać,_jakież_marnotrawstwo_czasu
qstr_towary_nie_dojadą_n towary_nie_dojadą_na_czas
qstr_towarów_nie_dostarc towarów_nie_dostarczą_i_ino_straty_będą
qstr_handel_podupadnie_a_ handel_podupadnie,_a_babka_mówiła,_że_sucha_wiosna_idzie
qstr_dzieci_dom_mi_roznio dzieci_dom_mi_rozniosą
qstr_nie_będę_mogła_pl nie_będę_mogła_pleć_grządek
qstr_chłopi_na_targ_grz� chłopi_na_targ_grząskimi_traktami_nie_zjadą
qstr_gdzie_się_durny_wł gdzie_się_durny_włóczy_po_deszczu
qstr_pewno_piwsko_chleje_ pewno_piwsko_chleje_w_szynku_i_o_dziatkach,_ni_świecie_nie_pamięta
qstr_licho_wie_gdzie_jest licho_wie_gdzie_jest_i_z_kim_to_się_zadaję,_nauczę_rozumu_gdy_wróci
qstr_tyle_deszczu_było tyle_deszczu_było
qstr_padało_tyle padało_tyle
qstr_lało_od_świtu_do_n lało_od_świtu_do_nocy
qstr_za_mojego_życia_nie za_mojego_życia_nie_pamiętam
qstr_nie_było_nigdy_wcze nie_było_nigdy_wcześniej
qstr_10_lat_nie_było 10_lat_nie_było
qstr_pewnikiem_wszystkie_ pewnikiem_wszystkie_trakty_zamokną
qstr_trakty_znowuż_niepr trakty_znowuż_nieprzejezdne_będą
qstr_znowu_stać_i_czeka� znowu_stać_i_czekać_nam_przyjdzie,_bez_pożytku_nijakiego
qstr_W_krzyżu_łomie W_krzyżu_łomie
qstr_W_kościach_łomie W_kościach_łomie
qstr_eh_żyć_się_odechc eh,_żyć_się_odechciewa
qstr_kiedyż_wreszcie_pad kiedyż_wreszcie_padać_przestanie.
qstr_zamokniętej_marchew zamokniętej_marchewki
qstr_zamokniętego_grochu zamokniętego_grochu
qstr_mokrych_kartofli mokrych_kartofli
qstr_Psia_mać Psia_mać
qstr_do_wszystkich_diabł do_wszystkich_diabłów
qstr_sobaczy_los sobaczy_los
qstr_Piwa Piwa
qstr_Wina Wina
qstr_Wódki Wódki
qstr_taką taką
qstr_parszywą parszywą
qstr_psią psią
qstr_ale_kiesa_pusta ale_kiesa_pusta
qstr_lecz_grosza_nie_ma lecz_grosza_nie_ma
qstr_Czołem Czołem
qstr_Moje_uszanowanie Moje_uszanowanie
qstr_Czołem_Panie_Bracie Czołem_Panie_Bracie
qstr_Witam_waćpana Witam_waćpana
qstr_Wyborne Wyborne
qstr_Przednie Przednie
qstr_Wspaniałe Wspaniałe
qstr_dłużej_w_tym_mieś dłużej_w_tym_mieście
qstr_jeszcze_kilka_dni jeszcze_kilka_dni
qstr_wszystko_co_dobre_sw wszystko_co_dobre_swój_koniec_ma,_czas_w_drogę
qstr_Diabli_nadali Diabli_nadali
qstr_mogłoby_popadać mogłoby_popadać
qstr_coś_dawno_nie_pada� coś_dawno_nie_padało
qstr_Nie_ma_nic_do_robien Nie_ma_nic_do_robienia
qstr_Nic_ciekawego_niema Nic_ciekawego_niema
qstr_zaplutej zaplutej
qstr_parszywej parszywej
qstr_trunki trunki
qstr_miody miody
qstr_wina wina
qstr_Witam_{s69}. Witam,_{s69}.
qstr_Dzień_dobry. Dzień_dobry.
qstr_Piękny_dziś_mamy_d Piękny_dziś_mamy_dzień,_{s69}.
qstr_na_dzisiejszy_bal na_dzisiejszy_bal
qstr_na_dzisiejszą_kolac na_dzisiejszą_kolację
qstr_tylko_w_Paryżu_pię tylko_w_Paryżu_piękne_można_kupić
qstr_piękna piękna
qstr_cudowna cudowna
qstr_znakomita znakomita
qstr_piknik piknik
qstr_przejażdżkę_kolas przejażdżkę_kolasą_za_miasto
qstr_spacer spacer
qstr_Dobry_dzień. Dobry_dzień.
qstr_Kłaniam_się_nisko. Kłaniam_się_nisko.
qstr_Witam. Witam.
qstr_Dobry. Dobry.
qstr_Do_licha Do_licha
qstr_Doskonała_pogoda Doskonała_pogoda
qstr_Świetna_pogoda Świetna_pogoda
qstr_Znakomita_pogoda Znakomita_pogoda
qstr_piwo piwo
qstr_ryby ryby
qstr_grzyby grzyby
qstr_wizytę_w_szynku wizytę_w_szynku
qstr_w_tym_kraju w_tym_kraju
qstr_w_tym_województwie w_tym_województwie
qstr_tutaj tutaj
qstr_Niech_to_licho Niech_to_licho
qstr_zrobiłbym_wszystko zrobiłbym_wszystko
qstr_oddałbym_życie oddałbym_życie
qstr_zwodowałem_wczoraj_ zwodowałem_wczoraj_szkutę_ze_zbożem_pod_Sandomierzem
qstr_coraz_więcej_płót coraz_więcej_płótna_się__sprzedaje
qstr_otworzyłem_nowy_skl otworzyłem_nowy_sklep_we_Lwowie
qstr_dobre_plony_były_w_ dobre_plony_były_w_roku_ubiegłym
qstr_Chłopi_mi_uciekają Chłopi_mi_uciekają_z_folwarku
qstr_długi_mam_u_tutejsz długi_mam_u_tutejszego_lichwiarza
qstr_duszno duszno
qstr_straszna_duchota straszna_duchota
qstr_parno parno
qstr_Piękny_dzionek Piękny_dzionek
qstr_Wspaniała_pogoda Wspaniała_pogoda
qstr_Tak_gorąco Tak_gorąco
qstr_No_dalej No_dalej
qstr_Dalej Dalej
qstr_nicponie nicponie
qstr_łajdaki łajdaki
qstr_święta święta
qstr_parady parady
qstr_hołota hołota
qstr_plebs plebs
qstr_gałgany gałgany
qstr_tchórze tchórze
qstr_We_Francji We_Francji
qstr_We_Włoszech We_Włoszech
qstr_W_Anglii W_Anglii
qstr_ERROR:_[waveStart]_r ERROR:_[waveStart]_region_==_-1
qstr_INFO:_[waveStart]_{s INFO:_[waveStart]_{s0}_started_wave_towards_{s1}
qstr_INFO:_[waveUpdate][{ INFO:_[waveUpdate][{reg1}]_wave_will_last_for_{reg0}_hours
qstr_{reg0}/{reg1} {reg0}/{reg1}
qstr_{reg0}_size:_{reg1} {reg0}_size:_{reg1}
qstr_{s0}_considered_capt {s0}_considered_captured...
qstr_{reg0}_is_next_targe {reg0}_is_next_target
qstr_{s1}_to_attack_{s0} {s1}_to_attack_{s0}
qstr_{s25}_{s0} {s25},_{s0}
qstr_{s26}_{s1} {s26},_{s1}
qstr_Imperium_Rosyjskiego Imperium_Rosyjskiego
qstr_Królestwa_Prus Królestwa_Prus
qstr_Monarchii_Habsburgó Monarchii_Habsburgów
qstr_[etap4Update]:_{reg0 [etap4Update]:_{reg0}_time:_{reg1}
qstr_Stop_sounds... Stop_sounds...
qstr_Podwojna_linia Podwojna_linia
qstr_Nie_możesz_używać_ Nie_możesz_używać_tej_formacji_z_takim_wojskiem
qstr_Nie_możesz_użyć_t Nie_możesz_użyć_tej_formacji_dla_kawalerii.
qstr_Masz_na_sobie_mundur Masz_na_sobie_mundur._Nie_uda_ci_się_tak_złapać_zdrajców
qstr_Miasto_nie_jest_w_r� Miasto_nie_jest_w_rękach_Kościuszkowców._Nie_uda_ci_się_tak_złapać_zdrajców
qstr_Starting_execution.. Starting_execution...
qstr_okno okno
qstr_pies pies
qstr_dzwony dzwony
qstr_mucha mucha
qstr_Egzekucje_odbywają_ Egzekucje_odbywają_się_na_przedmieściach_miast._Możesz_spotkać_je_wykonując_zadania.　Zaczekaj_na_miejscu_na_dalszy_przebieg_zdarzeń.
qstr_Postaci_które_musis Postaci,_które_musisz_odszukać_zawsze_przebywają_w_scenie._Nad_ich_głowami_znajduje_się_znacznik,_ułatwiający_poszukiwania.
qstr_Aby_ukończyć_zadan Aby_ukończyć_zadanie_odnajdź_w_lokacji_zleceniodawcę._Nad__głową_postaci_zawsze_znajduje_się_znacznik.
qstr_Warchoł_to_postać_ Warchoł_to_postać_znajdująca_się_w_każdym_z_miast,_zarówno_w_centrum,_jak_i_na_przedmieściach._W_dowolny_czasie_możesz_stoczyć_pojedynek,_aby_zdobyć_pieniądze_i_renomę.
qstr_DEBUG:_{reg45}_enemi DEBUG:_{reg45}_enemies_are_following_player
qstr_Nie_możesz_wyjśc_w Nie_możesz_wyjśc_w_trakcie_egzekucji.
qstr_You_got_keys_of_dung You_got_keys_of_dungeon.
qstr_WTF_PLAYER_IS_NOT_AC WTF,_PLAYER_IS_NOT_ACTIVE?
qstr_leaders_{s0}_{s1} leaders_{s0},_{s1}
qstr_AI_formations_initia AI_formations_initialized!
qstr_stan_formacji:_{reg0 stan_formacji:_{reg0}
qstr_ally:_{reg0}_enemy:_ ally:_{reg0}_enemy:_{reg1}
qstr_tactic_distance:_{re tactic_distance:_{reg0}
qstr_cav_vs_inf cav_vs_inf
qstr_taktyka_1 taktyka_1
qstr_taktyka_2 taktyka_2
qstr_taktyka_3 taktyka_3
qstr_cav_vs_cav cav_vs_cav
qstr_inf_vs_inf inf_vs_inf
qstr_inf_vs_cav inf_vs_cav
qstr_team_{reg0}:_{reg1} team_{reg0}:_{reg1}
qstr_Cannons_init Cannons_init
qstr_Spawning_cannon_a Spawning_cannon_a
qstr_Spawning_cannon_b Spawning_cannon_b
qstr_assigning_{s0}_to_ma assigning_{s0}_to_marker_no_{reg0}
qstr_You_must_stay_behind You_must_stay_behind_the_line_on_the_ground!_Point_is_not_counted.
qstr_Poddajesz_sie Poddajesz_sie
qstr_Poddajesz_się. Poddajesz_się.
qstr_Twoja_runda! Twoja_runda!
qstr_Tutorial Tutorial
qstr_Klucz_który_posiada Klucz,_który_posiadasz_nie_pasuje_do_tego_zamka._Znajdź_inny_sposób,_aby_dostać_się_do_środka.
qstr_Zdobądź_klucz_aby_ Zdobądź_klucz,_aby_otworzyć_drzwi.
qstr_Głos_z_wewnątrz:^H Głos_z_wewnątrz:^Hej,_ludzie!_Tutaj!_Nie_zostawiajcieaaaa...
qstr_Glos_z_wewnatrz:^Hej Glos_z_wewnatrz:^Hej,_ludzie!_Tutaj!_Nie_zostawiajcieaaaa...
qstr_Coś_mi_się_widzi_� Coś_mi_się_widzi,_że_dalej_jednak_nie_pójdziecie...
qstr_Stan:_{reg0} Stan:_{reg0}
